メインワード
ブーケ:0.100|フレッシュ:0.100|ディオール:0.050|幸福:0.050|フレグランス:0.050|ピオニー:0.050|ローズ:0.050|ジャスミン:0.050|花:0.050|柑橘系:0.050|甘さ控えめ:0.050|女の子らしい:0.050|モテる香水:0.050
上品:0.143|セクシー:0.095|愛す:0.048|ロングセラー:0.048|香水:0.048|結婚:0.048|フリージア:0.048|贅沢:0.048|花:0.048|ロマンチック:0.048|いい匂い:0.048|濃い:0.048|オーデパルファム:0.048|ウエスト:0.048|膝:0.048|オフィス:0.048|デート:0.048
可愛い:0.105|ピーチ:0.105|結婚:0.053|ストレート:0.053|ランバン:0.053|香水:0.053|フレグランス:0.053|ハッピー:0.053|新鮮:0.053|ビターオレンジ:0.053|甘い:0.053|フレッシュ:0.053|上質:0.053|ジャスミン:0.053|ローズ:0.053|ほのかな:0.053|匂い:0.053
香水:0.100|爽やか:0.100|シトラス:0.100|愛され:0.050|ホワイトフローラル:0.050|ムスク:0.050|フレグランス:0.050|自然:0.050|オフィス:0.050|キャンパス:0.050|オードトワレ:0.050|ミント:0.050|リフレッシュ:0.050|シャンプー:0.050
可憐:0.111|魅力:0.111|ボトル:0.056|透明感:0.056|クリスタル:0.056|冬:0.056|寒い:0.056|お出かけ:0.056|可愛い:0.056|スイートピー:0.056|甘い:0.056|儚げな:0.056|香水:0.056|フローラル系:0.056
石鹸:0.150|香水:0.150|魅力:0.100|使いやすい:0.100|シャワー後:0.050|ジバンシィ:0.050|セクシー:0.050|華やかな香り:0.050|しっとり:0.050|清潔:0.050|フレグランス:0.050|苦手:0.050|優しい:0.050|いい匂い:0.050
爽やか:0.136|優しい:0.091|温かい:0.091|引き寄せる:0.091|モテる:0.045|キレイ:0.045|お姉さん:0.045|甘い:0.045|絶妙:0.045|上品:0.045|スッキリ:0.045|気品:0.045|ほんのり:0.045|セクシー:0.045|完成度が高い:0.045
優しい:0.111|柔らかい:0.111|週末:0.056|朗らか:0.056|果樹園:0.056|花畑:0.056|自分しか:0.056|リラックス:0.056|ほんのり:0.056|幸福:0.056|爽やか:0.056|甘い:0.056|モテる香水:0.056|香水:0.056|ナチュラル:0.056
オーデパルファム:0.143|香水:0.095|甘い:0.095|控えめ:0.095|清潔:0.095|ジャスミン:0.048|ホワイトフローラル:0.048|軽い:0.048|ふわふわ:0.048|不自然:0.048|心配:0.048|魅力:0.048|さっぱり:0.048|グルマン:0.048
花:0.200|オーデパルファム:0.100|華やか:0.100|ほんのり:0.100|ジャスミン:0.100|香りを感じる:0.100|さっぱり:0.100|柔らかい:0.100
石鹸:0.222|サボン:0.111|オーデパルファム:0.111|爽やか:0.111|甘い:0.111|風呂上り:0.111|清潔:0.111
シンプル:0.154|オーデパルファム:0.077|ホワイトフローラル:0.077|香料:0.077|濃い:0.077|花:0.077|ジャスミン:0.077|ほんのり香り:0.077|みずみずしい:0.077|柔らかい:0.077
セクシー:0.133|甘い:0.133|香水:0.067|ランキング:0.067|気品:0.067|コロン:0.067|白い花:0.067|ジャスミン:0.067|まろやか:0.067|魅惑:0.067|スパイシー:0.067|嗅いだら忘れられない:0.067
魅力:0.115|香水:0.077|温かい:0.077|フレグランス:0.077|使いやすい:0.077|ランキング:0.038|セージ:0.038|ソルト:0.038|コロン:0.038|懐かしい:0.038|リゾート:0.038|透明感:0.038|清潔:0.038|フルーティ:0.038|甘い:0.038|意外な:0.038
ローズ:0.118|香水:0.088|花:0.088|新鮮:0.059|ランキング:0.029|コロン:0.029|楽しみたい:0.029|アロマオイル:0.029|フレグランス:0.029|フレッシュ:0.029|レモン:0.029|優雅:0.029|清らか:0.029|アロマ:0.029|ブーケ:0.029|明るい:0.029|生花:0.029|春:0.029|夏:0.029
ピオニー:0.100|華やか:0.100|香水:0.050|ランキング:0.050|コロン:0.050|優雅:0.050|落ち着いた:0.050|甘酸っぱい:0.050|リンゴ:0.050|花:0.050|高貴:0.050|ジャスミン:0.050|ローズ:0.050|春:0.050|フェミニン:0.050|深みのある:0.050|程よい:0.050|セクシー:0.050
花:0.150|幸福:0.100|オレンジ:0.100|香水:0.050|ランキング:0.050|オレンジブロッサム:0.050|コロン:0.050|フレッシュな香り:0.050|フレグランス:0.050|フラワー:0.050|華やかな香り:0.050|苦味:0.050|爽やか:0.050|フローラルの香り:0.050|ジャスミン:0.050|甘い:0.050
香水:0.125|桃:0.125|ランキング:0.062|コロン:0.062|女の子らしい:0.062|甘い香り:0.062|休日:0.062|新鮮:0.062|春:0.062|夏:0.062|大人っぽい:0.062|可愛い:0.062|女の子:0.062
香水:0.150|ベリー:0.100|嗅ぐ:0.100|ランキング:0.050|コロン:0.050|女の子:0.050|甘酸っぱい香り:0.050|ジューシー:0.050|酸っぱい:0.050|強い:0.050|グレープフルーツ:0.050|苦味:0.050|気持ちよい:0.050|気温が高い:0.050|レジャー:0.050
香水:0.100|上品:0.100|ランキング:0.050|グレー:0.050|邪魔:0.050|優しい香り:0.050|魅力:0.050|ベルガモット:0.050|シトラス:0.050|アールグレイ:0.050|アクセント:0.050|柑橘系:0.050|紅茶:0.050|甘い香り:0.050|温かい:0.050|遊び心:0.050
ジャスミン:0.182|甘い:0.136|香水:0.091|フレグランス:0.091|ランキング:0.045|生花:0.045|エキゾチック:0.045|バック:0.045|コロン:0.045|フレッシュ:0.045|濃厚な香り:0.045|魅惑:0.045|寒い:0.045|夜:0.045
香水:0.185|フリージア:0.074|フレッシュ:0.074|フレグランス:0.074|ランキング:0.037|真っすぐ:0.037|勝ち取る:0.037|英語:0.037|ペアー:0.037|コロン:0.037|洋梨:0.037|ふんわり:0.037|優しい香り:0.037|魅力:0.037|上品:0.037|パチョリ:0.037|落ち着いた:0.037|フルーティ:0.037|スッキリ:0.037
ウッディ:0.105|香水:0.053|かっこいい:0.053|セクシー:0.053|ミステリアス:0.053|包み込む:0.053|安心:0.053|甘い香り:0.053|苦手:0.053|可憐:0.053|乙女気分:0.053|ゆったり:0.053|夜:0.053|凛とした:0.053|知的:0.053|自立:0.053
クロエ:0.115|甘い:0.115|香水:0.115|ウッディ:0.115|可愛い:0.038|強い:0.038|凛とした:0.038|印象を与える:0.038|爽やか:0.038|ライチ:0.038|新鮮:0.038|新鮮なイメージ:0.038|甘い香り:0.038|優れた:0.038|挑戦:0.038
香水:0.333|ウッディ:0.125|甘味:0.042|スパイシー:0.042|優れた:0.042|気に入る:0.042|使い続ける:0.042|シトラス:0.042|ムスク:0.042|バニラ:0.042|挑戦:0.042|さりげない:0.042
レザー:0.200|香水:0.200|ジョーマローン:0.067|ユニセックス:0.067|ウッドの香り:0.067|がっつり:0.067|クール:0.067|甘い:0.067|シトラス:0.067|シンプル:0.067
甘い:0.154|ウッディ:0.154|バジル:0.077|シトラス系:0.077|ふんわり:0.077|いい匂い:0.077|清潔:0.077|安心:0.077|使いやすい:0.077
香水:0.200|シャネル:0.100|ベチバー:0.050|シダーウッド:0.050|ミステリアス:0.050|エキゾチック:0.050|印象を与える:0.050|甘い:0.050|オーラのある:0.050|バニラ:0.050|メンズ用香水:0.050|ユニセックス:0.050|ウッディ:0.050|楽しみたい:0.050
ウッディ:0.095|香水:0.095|ゼラニウム:0.095|ローズ:0.095|シトラス:0.048|レモン:0.048|清々しい:0.048|苦悩:0.048|甘い:0.048|カシス:0.048|落ち着いた:0.048|シダーウッド:0.048
香水:0.111|グレープフルーツ:0.111|マンゴー:0.111|ウッディ:0.111|庭園:0.056|エルメス:0.056|優しい香り:0.056|壮大:0.056|軽い:0.056|フルーティ:0.056|ユニセックス:0.056
香水:0.125|シダーウッド:0.083|学生:0.042|幅広い:0.042|ライトブルー:0.042|爽やか:0.042|シトラス系:0.042|ムスク:0.042|甘味:0.042|優れた:0.042|ウッディ:0.042|ローズ:0.042|女性らしい:0.042|ユニセックス:0.042|ウケる:0.042|カップル:0.042|夫婦:0.042
フェロモン:0.111|香水:0.111|コスメ:0.056|甘い:0.056|花:0.056|誘惑:0.056|引き付ける:0.056|信頼:0.056|フルーティ:0.056|ベリー:0.056|甘酸っぱい香り:0.056|ジャスミン:0.056|官能的な香り:0.056
セクシー:0.167|可愛い:0.111|究極:0.056|モテる香水:0.056|異性:0.056|カシス:0.056|ピーチ:0.056|フルーティ:0.056|ジャスミン:0.056|フローラルの香り:0.056|広い:0.056|醸し出す:0.056|ムスク:0.056|女性らしい:0.056|優雅な香り:0.056
甘い:0.095|ミステリアス:0.095|ローズ:0.095|ジャスミン:0.095|ディープ:0.048|恋する:0.048|モテる香水:0.048|楽天:0.048|ランキング:0.048|カシス:0.048|ラズベリー:0.048|甘酸っぱい香り:0.048|女の子:0.048|贅沢:0.048|古代:0.048
甘い:0.143|フェロモン:0.095|香水:0.095|ディオール:0.048|モテる香水:0.048|バニラ:0.048|アーモンド:0.048|サンダルウッド:0.048|濃い:0.048|ジャスミン:0.048|ローズ:0.048|チュベローズ:0.048|高貴:0.048|花:0.048|ラグジュアリー:0.048|セクシー:0.048|オードトワレ:0.048
セクシー:0.174|ガブリエルシャネル:0.130|落ち着いた:0.087|上品:0.043|スッキリ:0.043|シャネル:0.043|グレープフルーツ:0.043|マンダリン:0.043|爽やか:0.043|ジャスミン:0.043|甘い:0.043|官能的な香り:0.043|ピンクペッパー:0.043|スパイシー:0.043|サンダルウッド:0.043|奥ゆかしい:0.043|魅力的な香り:0.043
可愛い:0.120|セクシー:0.080|サンローラン:0.080|フェロモン:0.080|ドール:0.080|甘い:0.080|コントラスト:0.040|目が覚める:0.040|肉食女子:0.040|モテる香水:0.040|パリ:0.040|ランクイン:0.040|可憐:0.040
セクシー:0.125|グッチ:0.083|上品:0.083|アンバー:0.083|フレグランス:0.083|香水:0.083|魅力:0.083|ハンサム:0.042|ピンクペッパー:0.042|マンダリン:0.042|ピーチ:0.042|フェロモン:0.042|クール:0.042|清潔:0.042|爽やか:0.042|フルーツ:0.042
甘い:0.143|イタリア:0.048|魅惑:0.048|モテる香り:0.048|オリエンタル:0.048|フルーティ:0.048|濃い:0.048|嗅ぐ:0.048|記憶に残る:0.048|フレグランス:0.048|ベリー:0.048|スッキリ:0.048|華やか:0.048|チュベローズ:0.048|セクシー:0.048|パチョリ:0.048|濃密:0.048|バニラ:0.048|ムース:0.048
セクシー:0.120|レザー:0.080|フレグランス:0.080|甘い:0.080|ユニセックス:0.040|シック:0.040|おしゃれ:0.040|フェロモン:0.040|落ち着いた:0.040|シダー:0.040|淡白:0.040|スパイシー:0.040|焦がす:0.040|バニラ:0.040|コントラスト:0.040|激しい:0.040|夜:0.040
石鹸:0.158|香水:0.105|オーガニックコスメ:0.053|サボン:0.053|甘い:0.053|甘味:0.053|シンプル:0.053|洗いざらし:0.053|さっぱり:0.053|好む:0.053|控えめ:0.053|オーデパルファム:0.053
自分らしさ:0.059|アクティブ:0.059|石鹸:0.059|サンダルウッド:0.059|ほんのり:0.059|甘味:0.059|清潔な香り:0.059|ベルガモット:0.059|強い:0.059|包み込む:0.059|ムスク:0.059|馴染み:0.059
イチジク:0.125|甘味:0.125|自然:0.062|ミルキー:0.062|顔:0.062|女性らしい:0.062|ほんのり:0.062|セクシー:0.062|カップル:0.062|秋冬:0.062|甘い:0.062|しつこくない:0.062
温かい:0.176|香料:0.118|香水:0.059|ユニセックス:0.059|ベチバー:0.059|深みのある:0.059|爽やか:0.059|セクシー:0.059|フレッシュ:0.059|華やか:0.059|ムスク:0.059|包み込む:0.059
香水:0.118|爽やか:0.118|オードトワレ:0.118|エルメス:0.059|安らぎ:0.059|マンゴー:0.059|花:0.059|新鮮:0.059|癒される:0.059
ムスク:0.150|フレグランス:0.100|プール:0.100|ベルガモット:0.100|ボトル:0.050|香水:0.050|キリッとした:0.050|しっとり:0.050|紅茶:0.050|スーツ:0.050
香水:0.154|魅力:0.077|柑橘:0.077|さっぱり:0.077|遊び心のある:0.077|ベルガモット:0.077|オレンジ:0.077|爽やかな香り:0.077|目立つ:0.077|花:0.077|深みのある:0.077|ムスク:0.077
ベリー:0.238|甘い:0.095|シダーウッド:0.095|心地いい:0.048|フレグランス:0.048|香料:0.048|月桂樹:0.048|シンプル:0.048|純粋:0.048|不思議:0.048|新鮮:0.048|みずみずしい:0.048|絶妙:0.048
深みのある:0.111|セクシー:0.111|ムスク:0.111|シャネル:0.056|フレグランス:0.056|ローズマリー:0.056|セージ:0.056|ゼラニウム:0.056|華やか:0.056|シダーウッド:0.056|肌:0.056|馴染む:0.056|不思議:0.056
スパイス:0.188|オリエンタル:0.062|香料:0.062|面白い:0.062|ベルガモット:0.062|カルダモン:0.062|クローブ:0.062|ほんのり:0.062|ジャスミン:0.062|優しい:0.062|包み込む:0.062|アクセント:0.062
華やか:0.077|ローズ:0.077|花:0.077|ふんわり:0.038|優しい:0.038|女性らしい:0.038|優雅:0.038|ジャスミン:0.038|チュベローズ:0.038|ブーケ:0.038|結婚式:0.038|パーティー:0.038|普段使い:0.038|デート:0.038|友達:0.038|ショッピング:0.038|柔らかい:0.038|可憐:0.038

花:0.182|美しい:0.091|ラン:0.091|咲き誇る:0.045|楽園:0.045|迷い込む:0.045|味わえる:0.045|濃い:0.045|チュベローズ:0.045|ジャスミン:0.045|インド:0.045|ホワイトフローラル:0.045|不思議:0.045
チュベローズ:0.188|フランス:0.125|魅力:0.125|インパクトのある:0.062|幼少期:0.062|歴史:0.062|独自:0.062|美意識:0.062
安らぎ:0.095|レモン:0.048|グレープフルーツ:0.048|ベルガモット:0.048|ライチ:0.048|柑橘類:0.048|リフレッシュしたい:0.048|オンオフ:0.048|休日:0.048|リラックスタイム:0.048|さっぱり:0.048|爽やかな香り:0.048|オフィス:0.048|初夏:0.048|夏:0.048|フレグランス:0.048|朝時間:0.048|目覚め:0.048|お出かけ:0.048


グレープフルーツ:0.111|イタリア:0.056|スペイン:0.056|地中海:0.056|陽気:0.056|さっぱり:0.056|弾ける:0.056|広がる:0.056|仕事:0.056|友達:0.056|ディナー:0.056|ゆったり:0.056|読書:0.056|オフ:0.056
セクシー:0.125|古代:0.062|ローズ:0.062|全身:0.062|誘惑:0.062|醸し出す:0.062|オリエンタル:0.062|ヨーロッパ:0.062|情熱:0.062|バニラ:0.062|甘い香り:0.062|シナモン:0.062
オリエンタル:0.125|セクシー:0.125|ボトル:0.062|フレグランス:0.062|情熱:0.062|未練の恋:0.062|本場:0.062|フランス:0.062|愛す:0.062|シトラス:0.062|シダーウッド:0.062|ウッディ:0.062

甘い:0.200|セクシー:0.100|こってり:0.100|フランス:0.050|ヨーロッパ:0.050|からみ:0.050|魅力:0.050|オリエンタル:0.050|アプリコット:0.050|ココナッツ:0.050|フルーツ:0.050
フラワー:0.100|可愛い:0.100|可憐:0.100|落ち着いた:0.100|シトラス:0.100|地中海:0.100|香料:0.100|未練の恋:0.100|リゾート:0.100

モダン:0.062|クロエ:0.062|香水:0.062|ゲラン:0.062|未練の恋:0.062|ジャスミン:0.062|ローズ:0.062|ほろ苦い:0.062|爽やか:0.062|ベルガモット:0.062|上品:0.062|落ち着いた:0.062|甘い:0.062|ライラック:0.062
フランス:0.231|ストイック:0.154|開拓者:0.077|控えめ:0.077|強い:0.077|情熱:0.077|グレる:0.077|ファッション:0.077
フレグランス:0.231|エレガント:0.077|柔らかい:0.077|フェミニン:0.077|モダン:0.077|かっこいい:0.077


フレグランス:0.100|ハツラツ:0.050|新鮮:0.050|ボタニカル:0.050|ナチュラル:0.050|シトラス:0.050|ローズマリー:0.050|アロマ:0.050|爽やか:0.050|ナチュラルな香り:0.050|肌:0.050|馴染む:0.050|セージ:0.050|ジャスミン:0.050|ゼラニウム:0.050
ロンドン:0.120|バー:0.120|バリー:0.080|ロマンチック:0.080|イギリス:0.040|舞台:0.040|エネルギッシュ:0.040|多彩:0.040|アイコニック:0.040|オーデパルファム:0.040|弾ける:0.040|キラめく:0.040|フルーティ:0.040|レモン:0.040|フレッシュ:0.040|ジンジャー:0.040|ブレンド:0.040|ピオニー:0.040
レモン:0.056|シトラス:0.056|歴史:0.056|自然:0.056|イタリア:0.056|オレンジ:0.056|上品:0.056|ベルガモット:0.056|包み込む:0.056|新鮮:0.056|幕開け:0.056|力強い:0.056|カシス:0.056|甘酸っぱい:0.056|広い:0.056|温かい:0.056|トンカビーン:0.056
ブレンド:0.118|庭園:0.059|フルーティ:0.059|シトラス:0.059|カシス:0.059|ヒノキ:0.059|爽やか:0.059|ザクロ:0.059|甘い:0.059|引き立てる:0.059|セージ:0.059|パチュリ:0.059|奥深い:0.059|ホワイトムスク:0.059
可愛い:0.136|ふんわり:0.091|フルーティ:0.091|女性らしい:0.091|フルーツ:0.045|花:0.045|ギュッと:0.045|ジューシーな香り:0.045|オーデコロン:0.045|のびやか:0.045|ブーケ:0.045|醸し出す:0.045|優しい:0.045|応援:0.045|気品:0.045|少女:0.045
純粋:0.087|甘い:0.087|優しい:0.087|初恋:0.043|甘酸っぱい:0.043|思い出:0.043|爽やか:0.043|切ない:0.043|胸:0.043|オーデコロン:0.043|強すぎ:0.043|フルーティフローラル:0.043|香水:0.043|アンバー:0.043|女性らしい:0.043|落ち着いた:0.043|可愛い:0.043|柔らかい:0.043
香水:0.050|上品:0.050|ロマンチック:0.050|重厚:0.050|くどい:0.050|時代に左右されない:0.050|女性らしい:0.050|爽やか:0.050|シトラス系:0.050|西洋:0.050|カジュアル:0.050|応援:0.050|アンバー:0.050|サンダルウッド:0.050|ほんのり:0.050|重い:0.050|シンプル:0.050|引き締まった:0.050
昼:0.067|開放感:0.067|未練:0.067|夜:0.067|魅惑:0.067|フルーティフローラル:0.067|香水:0.067|爽やか:0.067|レモン:0.067|青りんご:0.067|ふんわり:0.067|洗練された:0.067|女性らしい:0.067
可愛い:0.231|キャンディ:0.115|甘い:0.077|少女:0.077|ボトル:0.038|わくわく:0.038|乙女気分:0.038|五感:0.038|軽快:0.038|香水:0.038|レモン:0.038|爽やか:0.038|馴染み:0.038|深い:0.038|イチゴ:0.038|LIKE:0.038
純粋:0.105|落ち着いた:0.105|ウッディ:0.105|美しい:0.053|美しいの:0.053|水:0.053|フレグランス:0.053|清らか:0.053|醸し出す:0.053|香水:0.053|透明感:0.053|シンプル:0.053|高貴:0.053|花:0.053|女性らしい:0.053
バジル:0.111|香水:0.056|柔らかい:0.056|独特:0.056|フレッシュ:0.056|おしゃれ:0.056|敏感:0.056|シトラス:0.056|夏:0.056|明るい:0.056|力強い:0.056|ホワイトムスク:0.056|上品:0.056
グレープフルーツ:0.059|爽やか:0.059|上品:0.059|調和:0.059|シンプル:0.059|心地いい:0.059|気分転換:0.059|シトラス系:0.059|ユニセックス:0.059|香水:0.059|大学生:0.059|甘さ控えめ:0.059|女の子:0.059|気品:0.059|清潔:0.059
香水:0.087|純粋:0.087|爽やか:0.087|濃い:0.087|甘い:0.087|いつまでも若々しく:0.043|魅力:0.043|魅力的な世界的:0.043|歌手:0.043|美しい:0.043|華やかな香り:0.043|シトラス系:0.043|醸し出す:0.043|アンバー:0.043|サンダルウッド:0.043|女性らしい:0.043|ローズ:0.043
幸福:0.176|憧れる:0.059|肩:0.059|フレッシュ:0.059|キラめく:0.059|香水:0.059|象:0.059|ピオニー:0.059|オーラのある:0.059|ローズ:0.059|濃密:0.059|花:0.059|繊細:0.059|ワンランク上:0.059
香水:0.235|花:0.118|ディオール:0.059|フランス:0.059|永遠:0.059|イギリス王室:0.059|嗅ぐ:0.059
香水:0.158|オーデパルファム:0.105|ほのかな:0.053|酸っぱい:0.053|爽やか:0.053|ジャスミン:0.053|ローズ:0.053|パチョリ:0.053|ウッディ:0.053|ほんのり:0.053|スパイシーな香り:0.053
アンバー:0.080|爽やか:0.080|ジョーマローン:0.040|香水:0.040|エレガント:0.040|フレグランス:0.040|ハーバル:0.040|深い:0.040|オーラのある:0.040|絶妙:0.040|ブリ:0.040|ティッシュ:0.040|洗練された:0.040|ミント:0.040|精油:0.040|目が覚める:0.040|刺激:0.040
グッチ:0.136|甘い:0.091|爽やか:0.091|フレグランス:0.091|パチョリ:0.091|プール:0.045|アロマティック:0.045|シック:0.045|ハーバル:0.045|シダー:0.045|キリッとした:0.045|オレンジ:0.045|フラワー:0.045|セクシー:0.045
